applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,55,Growth Manager,r3 Consultant,"Bangalore, Karnataka",https://www.adzuna.in/details/5602653093?utm_medium=api&utm_source=195aa6d0,34,57,44,borderline,0.08,0/0,,"[{""need"": ""growth manager title"", ""gain"": 2}, {""need"": ""marketing location"", ""gain"": 2}, {""need"": ""bengaluru"", ""gain"": 2}, {""need"": ""office"", ""gain"": 2}, {""need"": ""function"", ""gain"": 2}]",,"{""skill_match"": 0.3317, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,1500000,1500000,2026-01-28T07:06:44Z,,,,[],[],[],[],[],[],,,,"head, title, location, bengaluru, office, function, leadership, reports, owns, client, mandate, build","Title: Head of Marketing Location: Bengaluru (100% Work from Office) Function: Marketing Leadership – Growth & AWS GTM Reports to: CRO The Head of Marketing owns Client’s marketing strategy, execution, and performance, with a mandate to build a high-velocity, measurable demand engine aligned to AWS co-sell and co marketing motions. This role is both strategic and hands-on: setting direction, rolling up sleeves to execute campaigns and content, and tightly aligning with Sales, AWS Partner teams,…"
no,,,55,Product Management - Product Growth Manager - Agent,Paytm,"Bangalore, Karnataka",https://www.adzuna.in/details/5727212623?utm_medium=api&utm_source=195aa6d0,34,38,49,borderline,0.15,0/0,,"[{""need"": ""agent"", ""gain"": 1}, {""need"": ""paytm"", ""gain"": 1}, {""need"": ""leading mobile payments"", ""gain"": 1}, {""need"": ""financial services distribution"", ""gain"": 1}, {""need"": ""pioneer"", ""gain"": 1}]",,"{""skill_match"": 0.2442, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-13T02:10:58Z,,,,[],[],[],[],[],[],,,,"paytm, payments, mobile, financial, services, distribution, pioneer, revolution, builds, technologies, small, businesses","About Paytm: Paytm is India's leading mobile payments and financial services distribution company. Pioneer of the mobile QR payments revolution in India, Paytm builds technologies that help small businesses with payments and commerce. Paytm’s mission is to serve half a billion Indians and bring them to the mainstream economy with the help of technology. Skills that will help you succeed in this role - 3–6 years of core Product Management experience, specifically within high-growth consumer or p…"
no,,,55,Product Owner,Merkle Science,"Bangalore, Karnataka",https://www.adzuna.in/details/5768786156?utm_medium=api&utm_source=195aa6d0,36,64,48,borderline,0.14,0/0,,"[{""need"": ""product owner"", ""gain"": 1}, {""need"": ""exciting"", ""gain"": 1}, {""need"": ""challenging"", ""gain"": 1}, {""need"": ""global technology"", ""gain"": 1}, {""need"": ""global commercial"", ""gain"": 1}]",,"{""skill_match"": 0.3583, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-19T07:20:20Z,,,,[],[],[],[],[],[],,,,"global, exciting, challenging, commercial, function, dentsu, service, lines, markets, focus, handle, needs","This is an exciting and challenging opportunity for a Global Technology Product Manager to join the Global Commercial Platforms function. Working within Dentsu Service Lines Primary Markets, the key focus will be to handle the business needs and demand management of the Global Stakeholders. In this role, the Product Owner will assist in the planning and management of the implementation of various solutions within the portfolio. They will be working with a team of other Product Managers and Arch…"
no,,,55,Product Owner,Digital Twin,"Pune, Maharashtra",https://www.adzuna.in/details/5696953062?utm_medium=api&utm_source=195aa6d0,41,55,44,borderline,0.08,0/0,,"[{""need"": ""product owner key"", ""gain"": 2}, {""need"": ""convert"", ""gain"": 2}, {""need"": ""user stories/ detailed"", ""gain"": 2}, {""need"": ""guidance"", ""gain"": 2}, {""need"": ""deliver outcomes"", ""gain"": 2}]",,"{""skill_match"": 0.3506, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-04-12T02:10:08Z,,,,[],[],[],[],[],[],,,,"stories, roles, convert, these, guidance, deliver, outcomes, align, objectives, analyze, preferences, requests",Key roles & responsibilities: ● Work with the Product Manager to convert the Product Roadmap into User stories/ detailed requirements. Prioritize these (with guidance from the Product Manager) to deliver outcomes that align with the company's objectives and strategy. ● Analyze preferences and requests of end-users and work with the Product Manager to prioritize them. ● Ensure that the user stories/ detailed requirements are clearly understood by the development team. ● Support the developers wi…
no,,,54,Product Manager,Shriram Properties Limited,"Bangalore, Karnataka",https://www.adzuna.in/details/5796402990?utm_medium=api&utm_source=195aa6d0,40,61,41,borderline,0.08,0/0,,"[{""need"": ""manager shriram"", ""gain"": 1}, {""need"": ""shriram properties"", ""gain"": 1}, {""need"": ""properties infrastructure"", ""gain"": 1}, {""need"": ""infrastructure private"", ""gain"": 1}, {""need"": ""private limited"", ""gain"": 1}]",,"{""skill_match"": 0.3242, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-11T07:17:07Z,,,,[],[],[],[],[],[],,,,"shriram, properties, private, limited, dynamic, embark, rewarding, career, conducting, identify, opportunities, understand","SHRIRAM PROPERTIES & INFRASTRUCTURE PRIVATE LIMITED is looking for AM / DM / Manager - Product to join our dynamic team and embark on a rewarding career journey Conducting market research and analysis to identify opportunities and understand customer needs Defining product vision, strategy, and roadmap, in alignment with company goals Collaborating with cross-functional teams, such as engineering, design, and sales, to bring products to market Managing the product lifecycle, from ideation to la…"
no,,,54,Senior Product Manager,Choice Tech Labs,"Mumbai, Maharashtra",https://www.adzuna.in/details/4606790832?utm_medium=api&utm_source=195aa6d0,36,57,41,borderline,0.08,0/0,,"[{""need"": ""senior product"", ""gain"": 1}, {""need"": ""steady execution"", ""gain"": 1}, {""need"": ""product life"", ""gain"": 1}, {""need"": ""life cycle"", ""gain"": 1}, {""need"": ""cycle processes"", ""gain"": 1}]",,"{""skill_match"": 0.2917, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,600000,1000000,2024-03-14T15:43:27Z,,,,[],[],[],[],[],[],,,,"customer, steady, life, cycle, processes, idea, final, launch, gain, deep, understanding, identify","Role/ Responsibilities: Design and own product roadmap. Ensure steady execution of product life cycle processes from idea to final launch. Gain a deep understanding of customer experience, identify and fill product gaps and generate new ideas that grow market share, improve customer experience and drive growth Create buy-in for the product vision both internally and with key external partners Translate product strategy into detailed requirements and prototypes Scope and prioritize activities ba…"
no,,,54,Business Analyst,IRIS BUSINESS SERVICES LIMITED,"Navi Mumbai, Maharashtra",https://www.adzuna.in/details/2583051695?utm_medium=api&utm_source=195aa6d0,31,56,44,borderline,0.12,0/0,,"[{""need"": ""business analyst"", ""gain"": 1}, {""need"": ""title"", ""gain"": 1}, {""need"": ""range"", ""gain"": 1}, {""need"": ""vashi"", ""gain"": 1}, {""need"": ""navi mumbai"", ""gain"": 1}]",,"{""skill_match"": 0.25, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,600000,2021-10-27T08:24:59Z,,,,[],[],[],[],[],[],,,,"software, title, analyst, range, location, vashi, navi, roles, conduct, gathering, logical, external","Job Title : Business Analyst Experience Range - 2 to 6 years Location : Vashi - Navi Mumbai Roles and Responsibilities : - Conduct requirements gathering, analysis, planning, and logical design of a software product by working with internal and external stakeholders - Gather business/ functional requirements from the clients and create user stories and work closely with technology teams to get it developed - Understand the Software Development Life Cycle and develop an understanding of current …"
no,,,54,Manager - Partnerships,Unnati,"Bangalore, Karnataka",https://www.adzuna.in/details/2427499952?utm_medium=api&utm_source=195aa6d0,31,53,46,borderline,0.14,0/0,,"[{""need"": ""interested"", ""gain"": 1}, {""need"": ""joining"", ""gain"": 1}, {""need"": ""purpose-driven community"", ""gain"": 1}, {""need"": ""dedicated"", ""gain"": 1}, {""need"": ""creating ambitious"", ""gain"": 1}]",,"{""skill_match"": 0.205, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,1200000,2021-09-03T01:56:13Z,,,,[],[],[],[],[],[],,,,"interested, joining, purpose-driven, community, dedicated, creating, ambitious, inclusive, workplaces, startup, world-class, revolutionary","If you are interested in joining a purpose-driven community that is dedicated to creating ambitious and inclusive workplaces, then be a part of a high growth startup with a world-class team, building a revolutionary product Our client is a vertical fintech play focused on solving industry-specific financing gaps in the food sector through the application of data. The platform provides skin-in-the-game growth capital to much-loved F&B brands. Founded in 2019, they’re VC funded and based out of S…"
no,,,54,Banking / Financial Institution Alliances - Manager/ Sr. Manager,Kredx,"Mumbai, Maharashtra",https://www.adzuna.in/details/5808145172?utm_medium=api&utm_source=195aa6d0,29,38,46,borderline,0.15,0/0,,"[{""need"": ""banking"", ""gain"": 1}, {""need"": ""financial institution alliances"", ""gain"": 1}, {""need"": ""description manager"", ""gain"": 1}, {""need"": ""senior manager"", ""gain"": 1}, {""need"": ""manager financial"", ""gain"": 1}]",,"{""skill_match"": 0.1592, ""experience_fit"": 1.0, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-20T19:01:26Z,,,,[],[],[],[],[],[],,,,"financial, alliances, kredx, description, senior, institution, investor, relations, vertical, focuses, acquiring, managing","Job Description Manager / Senior Manager – Financial Institution Alliances | KredX - DTX (3-5 Years of Experience) About the Role: The Investor Relations & Alliances vertical focuses on acquiring, managing, and growing partnerships with leading Financial Institutions—Banks, NBFCs, and other debt providers—to support KredX’s rapidly growing portfolio of supply chain finance and invoice discounting solutions. The role is critical in building deep, trust-based relationships with lenders, driving p…"
no,,,54,Senior Program Manager,Velotic,"Pune, Maharashtra",https://www.adzuna.in/details/5795914240?utm_medium=api&utm_source=195aa6d0,36,60,67,competitive,0.44,3/6,"release activities, accounted, documented releas","[{""need"": ""release activities"", ""gain"": 2}, {""need"": ""accounted"", ""gain"": 2}, {""need"": ""documented releas"", ""gain"": 2}, {""need"": ""senior program manager"", ""gain"": 1}, {""need"": ""description"", ""gain"": 1}]",,"{""skill_match"": 0.3378, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-11T00:49:56Z,,,,[],[],[],[],[],[],,,,"program, description, leadership, director, hiring, principal, contractor, facilitate, least, critical, responsible, dependency","Job Description ROLE SUMMARY Under the leadership of the Director of Program Management, we are hiring a Principal Program Manager Contractor to facilitate release management and project management for at least one product. This role is critical to our 2026 releases and will be responsible for dependency management, risk management, and on-time delivery of projects. KEY RESPONSIBILITIES Ensure all required release activities are on time, on track, and accounted for through our documented releas…"
no,,,54,"Partner Growth Manager, Amazon Music, India",ASSPL - Maharashtra,"Mumbai, Maharashtra",https://www.adzuna.in/details/5670408268?utm_medium=api&utm_source=195aa6d0,31,47,46,borderline,0.14,0/0,,"[{""need"": ""amazon music"", ""gain"": 1}, {""need"": ""passionate"", ""gain"": 1}, {""need"": ""music"", ""gain"": 1}, {""need"": ""entertainment"", ""gain"": 1}, {""need"": ""building creative constructs"", ""gain"": 1}]",,"{""skill_match"": 0.29, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-03-18T11:39:35Z,,,,[],[],[],[],[],[],,,,"music, creative, amazon, passionate, entertainment, constructs, seeking, develop, execute, initiatives, various, categories","Are you passionate about music, entertainment, and building creative constructs with partners? Amazon Music is seeking a Partnership Growth Manager to develop and execute initiatives across various partnership categories. This role will work closely with internal teams and external partners to drive new audience growth and awareness for Amazon Music's products and services. For someone to be successful in this role, they need to embody the following: Creative Problem Solver: They must be an inn…"
no,,,54,Product Owner,Finastra Technology,"Bangalore, Karnataka",https://www.adzuna.in/details/5752298112?utm_medium=api&utm_source=195aa6d0,27,44,41,borderline,0.08,0/0,,"[{""need"": ""product owner"", ""gain"": 2}, {""need"": ""finastra"", ""gain"": 2}, {""need"": ""global leader"", ""gain"": 2}, {""need"": ""financial services software"", ""gain"": 2}, {""need"": ""dedicated"", ""gain"": 2}]",,"{""skill_match"": 0.2483, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-05T02:29:44Z,,,,[],[],[],[],[],[],,,,"finastra, financial, services, universal, banking, global, leader, software, dedicated, expanding, access, industry","Who are we? At Finastra, we’re a global leader in financial services software, dedicated to expanding access to financial services and shaping what’s next for the industry. Our technology powers mission‑critical solutions across Lending, Payments and Universal Banking, supporting over 7,000 customers, including 80% of the world’s top 50 banks, in more than 110 countries. Disclaimer- Finastra has signed an agreement to sell its Universal Banking business to Pollen Street Capital, with completion…"
no,,,54,Senior Product Owner,Trintech Solutions,"Bangalore, Karnataka",https://www.adzuna.in/details/5801742392?utm_medium=api&utm_source=195aa6d0,37,48,41,borderline,0.08,0/0,,"[{""need"": ""senior product"", ""gain"": 2}, {""need"": ""product owner"", ""gain"": 2}, {""need"": ""owner description"", ""gain"": 2}, {""need"": ""description trintech"", ""gain"": 2}, {""need"": ""award-winning ai-driven"", ""gain"": 2}]",,"{""skill_match"": 0.25, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-16T03:22:08Z,,,,[],[],[],[],[],[],,,,"description, trintech, award-winning, saas, transforming, organisations, automate, financial, close, senior, owner, focused","Description Trintech is an award-winning AI-driven FinTech SaaS company transforming how organisations automate their financial close. We're looking for a Senior Product Owner to join our AI Platform team. This is a strategic platform role focused on the shared capabilities that power every AI agent across our products. As our AI ecosystem grows, this role will ensure the platform remains consistent, scalable and easy for product teams to build on. You'll own the platform capability roadmap and…"
no,,,54,Senior Product Owner,Finastra Technology,"Pune, Maharashtra",https://www.adzuna.in/details/5805397750?utm_medium=api&utm_source=195aa6d0,27,39,41,borderline,0.08,0/0,,"[{""need"": ""senior product owner"", ""gain"": 2}, {""need"": ""finastra"", ""gain"": 2}, {""need"": ""global leader"", ""gain"": 2}, {""need"": ""financial services software"", ""gain"": 2}, {""need"": ""dedicated"", ""gain"": 2}]",,"{""skill_match"": 0.2483, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-18T03:28:07Z,,,,[],[],[],[],[],[],,,,"financial, services, finastra, global, leader, software, dedicated, expanding, access, industry, powers, mission","Who are we? At Finastra, we’re a global leader in financial services software, dedicated to expanding access to financial services and shaping what’s next for the industry. Our technology powers mission‑critical solutions across Lending, Payments and Universal Banking, supporting over 7,000 customers, including 80% of the world’s top 50 banks, in more than 110 countries. We are seeking a Senior Product Owner ( Technical ) for our Postgres migration program . This role requires a unique blend of…"
no,,,53,Product Manager,Innova solutinos,"Bangalore, Karnataka",https://www.adzuna.in/details/5817919059?utm_medium=api&utm_source=195aa6d0,42,57,39,borderline,0.08,0/0,,"[{""need"": ""bms/hvac expertise"", ""gain"": 2}, {""need"": ""bms"", ""gain"": 2}, {""need"": ""hvac systems"", ""gain"": 2}, {""need"": ""iot communication"", ""gain"": 2}, {""need"": ""exceptional communication"", ""gain"": 2}]",,"{""skill_match"": 0.3111, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-28T07:45:00Z,,,,[],[],[],[],[],[],,,,"communication, bms/hvac, expertise, hvac, exceptional, particularly, negotiations, presentations, customer-facing, client, interactions, customer","Primary Skills : BMS/HVAC Expertise : Strong Knowledge of Building Management Systems (BMS) / HVAC systems / IOT Communication Skills : Exceptional communication skills (particularly for negotiations and presentations). Customer-Facing Experience: Strong experience in client interactions and customer engagement. Secondary Skills : Product Management Experience : Proven experience in product management, including product launches and stakeholder coordination. Content Creation Skills : Ability to…"
no,,,53,Product Manager,Multi Recruit,"Bangalore, Karnataka",https://www.adzuna.in/details/2853928134?utm_medium=api&utm_source=195aa6d0,41,55,39,borderline,0.08,0/0,,"[{""need"": ""manager proven"", ""gain"": 1}, {""need"": ""proven track"", ""gain"": 1}, {""need"": ""aspects"", ""gain"": 1}, {""need"": ""successful product throughout"", ""gain"": 1}, {""need"": ""lifecycle proven"", ""gain"": 1}]",,"{""skill_match"": 0.3048, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,400000,1000000,2022-01-30T04:34:29Z,,,,[],[],[],[],[],[],,,,"proven, record, managing, aspects, successful, develop, effectively, communicate, recommendations, executive, solid, background",Proven work experience in product management or as an associate product manager Proven track record of managing all aspects of a successful product throughout its lifecycle Proven ability to develop product and marketing strategies and effectively communicate recommendations to executive management Solid technical background with understanding and/or hands-on experience in software development and web technologies Strong problem-solving skills and willingness to roll up one’s sleeves to get the…
no,,,53,Senior Product Manager,r3 Consultant,"Bangalore, Karnataka",https://www.adzuna.in/details/5628986503?utm_medium=api&utm_source=195aa6d0,37,52,39,borderline,0.08,0/0,,"[{""need"": ""description"", ""gain"": 2}, {""need"": ""senior product"", ""gain"": 2}, {""need"": ""manager location"", ""gain"": 2}, {""need"": ""kalyan nagar"", ""gain"": 2}, {""need"": ""bangalore"", ""gain"": 2}]",,"{""skill_match"": 0.32, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,30,50,2026-02-14T08:30:27Z,,,,[],[],[],[],[],[],,,,"senior, please, consider, description, location, kalyan, nagar, bangalore, relocation, notice, period, immediate","Job Description Role: Senior Product Manager Location: Kalyan Nagar, Bangalore (please don't consider relocation) Notice Period: Immediate to 30 days Note- Please don't consider JNTU candidates We are looking for a Senior Product Manager to lead the strategy, development, and lifecycle management of core products in the travel and hospitality domain. This role requires strong market awareness, customer understanding, and the ability to drive product initiatives from ideation to execution. You w…"
no,,,53,Senior Product Manager,Zendesk,"Pune, Maharashtra",https://www.adzuna.in/details/5746738305?utm_medium=api&utm_source=195aa6d0,35,45,39,borderline,0.08,0/0,,"[{""need"": ""description"", ""gain"": 1}, {""need"": ""kind"", ""gain"": 1}, {""need"": ""product leader"", ""gain"": 1}, {""need"": ""gets energy"", ""gain"": 1}, {""need"": ""turning"", ""gain"": 1}]",,"{""skill_match"": 0.2664, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-01T02:31:07Z,,,,[],[],[],[],[],[],,,,"experiences, description, kind, leader, gets, energy, turning, great, product-led, actually, moved, needle","Job Description Are you the kind of product leader who gets energy from turning a great product into a growth engine? If you've built product-led experiences that actually moved the needle on revenue and retention and you want to do it at scale, in a role that sits at the heart of company strategy, this is your opportunity. We're looking for a Senior Product Manager who will architect the experiences that bring customers in, help them succeed, and grow with us, making our product the primary dr…"
no,,,53,Senior Product Manager,Fam,"Bangalore, Karnataka",https://www.adzuna.in/details/5488126430?utm_medium=api&utm_source=195aa6d0,32,42,39,borderline,0.08,0/0,,"[{""need"": ""fam"", ""gain"": 2}, {""need"": ""previously fampay"", ""gain"": 2}, {""need"": ""first payments app"", ""gain"": 2}, {""need"": ""everyone above"", ""gain"": 2}, {""need"": ""famapp helps"", ""gain"": 2}]",,"{""skill_match"": 0.2285, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2025-11-09T16:15:45Z,,,,[],[],[],[],[],[],,,,"payments, experiences, fampay, first, everyone, above, famapp, helps, make, online, offline, famcard","About Fam (previously FamPay) Fam is India’s first payments app for everyone above 11. FamApp helps make online and offline payments through UPI and FamCard. We are on a mission to raise a new, financially aware generation, and drive 250 million young users in India to kickstart their financial journey super early in their life. We’re reimagining how the next generation experiences fintech—going beyond payments to build a lifestyle brand that blends money, identity, and everyday experiences int…"
no,,,53,Business Analyst,Amukha Technologies Private Limited,"Mumbai, Maharashtra",https://www.adzuna.in/details/5766551671?utm_medium=api&utm_source=195aa6d0,32,44,43,borderline,0.14,0/0,,"[{""need"": ""business analyst"", ""gain"": 2}, {""need"": ""description"", ""gain"": 2}, {""need"": ""highly"", ""gain"": 2}, {""need"": ""extremely motivated"", ""gain"": 2}, {""need"": ""passionate"", ""gain"": 2}]",,"{""skill_match"": 0.3082, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,600000,1200000,2026-06-17T14:39:26Z,,,,[],[],[],[],[],[],,,,"description, analyst, highly, skilled, extremely, motivated, passionate, elicit, analyze, specify, needs, collaborate","Job Description & Responsibilities : We are looking for a Business Analyst who is highly skilled to join and be part of an extremely motivated and passionate team, who can: · Elicit, analyze, specify, and validate the business needs of stakeholders, be they customers or end users. · Collaborate with project sponsors to determine project scope and vision. · Perform requirements analysis. · Work with stakeholders and project team to prioritize collected requirements. · Develops and utilizes stand…"
no,,,53,Senior Business Analyst,Swiggy,"Bangalore, Karnataka",https://www.adzuna.in/details/5783689703?utm_medium=api&utm_source=195aa6d0,27,36,39,borderline,0.08,0/0,,"[{""need"": ""senior business"", ""gain"": 1}, {""need"": ""business analyst"", ""gain"": 1}, {""need"": ""analyst mandate"", ""gain"": 1}, {""need"": ""office"", ""gain"": 1}, {""need"": ""swiggy founded"", ""gain"": 1}]",,"{""skill_match"": 0.2733, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-01T18:17:40Z,,,,[],[],[],[],[],[],,,,"swiggy, mandate, days, office, founded, tech-driven, on-demand, vision, elevate, life, urban, offering","Mandate : 3 days work from office. About Swiggy Founded in 2014, Swiggy is India’s leading tech-driven on-demand delivery platform with a vision to elevate the quality of life for the urban consumer by offering unparalleled convenience. The platform is engineered to connect millions of consumers with hundreds of thousands of restaurants and stores across 500 cities. Our phenomenal growth has come on the back of great technology, incredible innovation and sound decision-making. The Analytics tea…"
no,,,53,Alliance Executive,InstaWeb Labs Pvt Ltd,"Mumbai, Maharashtra",https://www.adzuna.in/details/5528744243?utm_medium=api&utm_source=195aa6d0,31,41,39,borderline,0.08,0/0,,"[{""need"": ""alliance executive"", ""gain"": 2}, {""need"": ""hiring"", ""gain"": 2}, {""need"": ""websites.co.in"", ""gain"": 2}, {""need"": ""million businesses"", ""gain"": 2}, {""need"": ""minutes"", ""gain"": 2}]",,"{""skill_match"": 0.275, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,300000,450000,2025-12-05T06:40:27Z,,,,[],[],[],[],[],[],,,,"hiring, alliance, executive, websites.co.in, million, businesses, websites, minutes, expand, reach, unlock, build","We’re hiring an Alliance Executive for Websites.co.in, a platform used by over 5 million businesses to create their websites in minutes. You will drive partnerships that expand our reach and unlock new growth channels. Your role: – Build and manage partnerships with SaaS companies, tech platforms, service providers, and integration partners – Create alliances with incubation centers, colleges, business networks, and startup communities – Identify new collaboration opportunities that can increas…"
no,,,53,Program Manager,Eaton Corporation,"Hadapsar, Pune",https://www.adzuna.in/details/5768997515?utm_medium=api&utm_source=195aa6d0,36,58,52,borderline,0.26,2/3,essential functions,"[{""need"": ""essential functions"", ""gain"": 3}, {""need"": ""program manager"", ""gain"": 2}, {""need"": ""primary function"", ""gain"": 2}, {""need"": ""successful execution"", ""gain"": 2}, {""need"": ""npd"", ""gain"": 2}]",,"{""skill_match"": 0.3184, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-19T10:25:54Z,,,,[],[],[],[],[],[],,,,"program, customer, managing, function, responsible, successful, introduction, sustaining, projects, integrated, satisfaction, continuous","What you'll do: Primary Function Responsible for the successful execution of the NPD (New Product Development), NTI (New Technology Introduction) Project(s)/Program(s) and sustaining projects and their budget allocation. Lead the Integrated Product Team(s) to drive customer satisfaction, continuous improvement and life of the program financial performance by managing customer programs, contracts, and business relationships. Essential Functions - Managing the Lifecycle execution of the New Produ…"
no,,,53,Program Manager,ascendion,"Bangalore, Karnataka",https://www.adzuna.in/details/5796418113?utm_medium=api&utm_source=195aa6d0,36,68,39,borderline,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""highly driven"", ""gain"": 2}, {""need"": ""driven technical"", ""gain"": 2}, {""need"": ""tpm"", ""gain"": 2}, {""need"": ""connectivity programs"", ""gain"": 2}]",,"{""skill_match"": 0.3108, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-11T07:22:33Z,,,,[],[],[],[],[],[],,,,"seeking, highly, driven, connectivity, programs, critical, multiple, tracks, disciplined, maintaining, standards, fleet","We are seeking a highly driven Technical Project Manager (TPM) to lead end-to-end delivery and release execution for Connectivity programs. This role is critical in ensuring seamless alignment across multiple engineering tracks, driving disciplined release management, and maintaining high quality standards across both NPI and Fleet initiatives. The TPM will operate at the intersection of engineering, program management, and leadership—ensuring that scope, priorities, risks, and dependencies are…"
no,,,53,Program Manager,Vendavo,"Bangalore, Karnataka",https://www.adzuna.in/details/5799811378?utm_medium=api&utm_source=195aa6d0,33,48,43,borderline,0.14,0/0,,"[{""need"": ""program manager"", ""gain"": 1}, {""need"": ""scale"", ""gain"": 1}, {""need"": ""does"", ""gain"": 1}, {""need"": ""focus"", ""gain"": 1}, {""need"": ""expanding"", ""gain"": 1}]",,"{""skill_match"": 0.2983, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-14T15:10:18Z,,,,[],[],[],[],[],[],,,,"projects, scale, does, need, focus, expanding, services, joining, people-focused, program, hands, responsible","We’re a growing team, and as we scale, so does our need to focus on expanding our Professional Services team. You’ll be joining a people-focused company, and as a Program Manager, you will be in a hands‑on delivery role, responsible for managing B2B customer implementation and delivery projects from initiation through completion. You will work closely with customers, consultants, engineers, and global delivery teams to ensure projects are delivered on time, within scope, and within budget, whil…"
